dataset_id,name,sector,scope,recommendation,relevance,audit_status,rows,last_update,last_update_days,update_freq,n_columns,n_meaningful_columns,columns_all,join_keys_found,join_key_classes,join_key_columns,sample_join_density,source_refs,origin_refs,signal_refs,probe_notes,url
6hqw-m3dm,Estados Financieros NIIF- Carátula,MINCIT Sectoral Roadmap 2026,colombia_open_data_audit,drop,low,valid,-1,2025-07-14,284,,11,11,codigo_instancia|nit|numero_radicado|id_punto_entrada|punto_entrada|id_taxonomia|taxonomia|fecha_corte|concepto|periodo|valor,1,nit,nit:nit,,,appendix|audit_json,,llm_tier=ingest_priority; llm_reasoning=This dataset contains financial statements (Estados Financieros NIIF) which are crucial for understanding the financial health and transactions of public entities. Analyzing these alongside procuremen; llm_tier=ingest_priority; llm_reasoning=This dataset contains financial statements (Estados Financieros NIIF) which are crucial for understanding the financial health and transactions of public entities. Analyzing these alongside procuremen,https://www.datos.gov.co/d/6hqw-m3dm
6kwm-9788,Resultados Saber Pro Competencias Especificas 2019-2,Education Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2020-02-28,2247,,5,5,estu_consecutivo|result_codigoprueba|result_nombreprueba|result_puntaje|result_desempeno,0,,,,,appendix|audit_json,,"llm_tier=skip; llm_reasoning=This dataset contains results from standardized educational tests (Saber Pro) and is not directly related to public procurement, financial transactions, entity registries, audit trails, or project inv; llm_tier=skip; llm_reasoning=This dataset contains results from standardized educational tests (Saber Pro) and is not directly related to public procurement, financial transactions, entity registries, audit trails, or project inv",https://www.datos.gov.co/d/6kwm-9788
7fix-nd37,SECOP I - Adiciones,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-23,1,,5,5,id_adjudicacion|adicion_en_valor|adicion_en_dias|adicion_en_meses|fecha_firma,1,process,process:id_adjudicacion,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it directly captures contract modifications (adiciones), which are a common area for potential corruption, fraud, or irregularities in public procurement.; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it directly captures contract modifications (adiciones), which are a common area for potential corruption, fraud, or irregularities in public procurement.",https://www.datos.gov.co/d/7fix-nd37
7jfv-7spn,Montos y número de créditos aprobados o desembolsados por cosechas,Finance and Public Credit Sector Roadmap,colombia_open_data_audit,manual_review,review,valid,-1,2025-05-09,350,,9,9,tipo_entidad|nombre_tipo_entidad|codigo_entidad|nombre_entidad|fecha_corte|codigo_renglon|nombre_renglon|montos_aprobados|numero_creditos,1,entity,entity:codigo_entidad,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset provides granular financial data on credit approvals and disbursements by crop, which can be crucial for identifying potential fraud or irregularities in public credit allocation and fina; llm_tier=ingest_priority; llm_reasoning=This dataset provides granular financial data on credit approvals and disbursements by crop, which can be crucial for identifying potential fraud or irregularities in public credit allocation and fina",https://www.datos.gov.co/d/7jfv-7spn
7p9a-zd9k,"Directorio de Centros de Conciliación, Arbitraje, Amigable Composición e Insolvencia",Justice and Law Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2026-04-16,8,,7,7,clase_centro|nombre|ciudad|departamento|correo_centro|direcci_n_centro|tel_fono_centro,0,,,,,appendix|audit_json,,"llm_tier=context_if_useful; llm_reasoning=This dataset lists conciliation and arbitration centers, which could be indirectly relevant if these centers are involved in resolving disputes related to public procurement or if their establishment/; llm_tier=context_if_useful; llm_reasoning=This dataset lists conciliation and arbitration centers, which could be indirectly relevant if these centers are involved in resolving disputes related to public procurement or if their establishment/",https://www.datos.gov.co/d/7p9a-zd9k
7q36-mkp5,Inscripciones Electorales en el exterior,Foreign Affairs Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-11-02,173,,17,17,pa_s_residencia|c_digo_iso_residencia|localizaci_n_residencia|grupo_edad|nivel_estudios|estado_civil|g_nero|etnia_de_la_persona|proceso_electoral|oficina_inscripcion|puesto_votaci_n|localizaci_n|a_o_inscripci_n|mes_inscripci_n|cantidad_preinscritos|cantidad_inscritos|cantidad_total,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset on electoral registrations abroad is not directly related to public procurement or financial transactions, but could be used to enrich other datasets by verifying the identity and residen; llm_tier=context_enrichment; llm_reasoning=This dataset on electoral registrations abroad is not directly related to public procurement or financial transactions, but could be used to enrich other datasets by verifying the identity and residen",https://www.datos.gov.co/d/7q36-mkp5
7swi-ievq,Costos Faena de Pesca año 2020,Agriculture and Rural Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2022-05-18,1437,,8,8,c_digo|combustible|alquiler_arte|alquiler_embarcaci_n|avituallamiento|hielo|carnada|otros,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides cost breakdowns for fishing operations, which could indirectly inform procurement by revealing potential overpricing or unusual cost structures in related public contracts for fi; llm_tier=context_enrichment; llm_reasoning=This dataset provides cost breakdowns for fishing operations, which could indirectly inform procurement by revealing potential overpricing or unusual cost structures in related public contracts for fi",https://www.datos.gov.co/d/7swi-ievq
7y2j-43cv,IGAC OIC - transacciones inmobiliarias,property,source_registry,keep,enrichment_only,valid,-1,2025-04-04,385,,26,25,pk|matricula|fecha_radica_texto|fecha_apertura_texto|year_radica|orip|divipola|departamento|municipio|tipo_predio_zona|categoria_ruralidad_2024|num_anotacion|estado_folio|folios_derivados|dinamica_2024|cod_natujur|nombre_natujur|numero_catastral|numero_catastral_antiguo|documento_justificativo|count_a|count_de|predios_nuevos|tiene_valor|tiene_mas_de_un_valor|valor,1,divipola,divipola:divipola,,igac_property_transactions,signal_deps|source_registry,igac_property_transactions,llm_tier=context_enrichment; llm_reasoning=This dataset on real estate transactions can provide valuable context for identifying potential corruption by linking property ownership and transfers to individuals or entities involved in public pro; llm_tier=context_enrichment; llm_reasoning=This dataset on real estate transactions can provide valuable context for identifying potential corruption by linking property ownership and transfers to individuals or entities involved in public pro,https://www.datos.gov.co/d/7y2j-43cv
832u-c3pg,Consolidado acotamiento de Ronda Hídrica,Sustainable Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2024-06-24,669,,38,17,no|macrocuenca|no_aac|autoridad_ambiental_competente|subzona_hidrogr_fica|c_digo|cuerpo_de_agua|c_digo_1|resoluci_n_de_priorizaci|total_no_de_cuerpo_de_agua|_2015|_2016|_2017|_2018|_2019|_2020|_2021|_2022|_2023|_2024|departamento|municipio|zona_urbana_rural|no_de_aac|resoluci_n_definicion_de|no_cuerpo_de_agua_acotado|hectareas_ha|longitud_km|_2015_1|_2016_1|_2017_1|_2018_1|_2019_1|_2020_1|_2021_1|_2022_1|_2023_1|_2024_1,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, related to water resource management, could indirectly support corruption detection by providing context for environmental projects or resource allocation, which can be susceptible to ir; llm_tier=context_enrichment; llm_reasoning=This dataset, related to water resource management, could indirectly support corruption detection by providing context for environmental projects or resource allocation, which can be susceptible to ir",https://www.datos.gov.co/d/832u-c3pg
89wx-5p2g,Registro de activos de Información,Labor,colombia_open_data_audit,drop,low,valid,-1,2025-11-12,163,,7,7,categoria_de_la_informacion|descripci_n_del_contenido|idioma|soporte_de_registro|formato|informaci_n_publicada|enlace_datos_gov_co,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset describes information assets, which could indirectly support corruption detection by providing context about what data is available or should be available from public entities. It does no; llm_tier=context_enrichment; llm_reasoning=This dataset describes information assets, which could indirectly support corruption detection by providing context about what data is available or should be available from public entities. It does no",https://www.datos.gov.co/d/89wx-5p2g
8cnh-7asj,Georeferenciación Centros de Aprendizaje SENA,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-11-27,148,,11,11,centro_formacion|codigo_centro|latitud|longitud|georreferenciacion|nombre_regional|codigo_regional|nombre_departamento|codigo_departamento|nombre_municipio|codigo_municipio,2,divipola|entity,divipola:codigo_departamento|divipola:codigo_municipio|entity:codigo_centro|entity:codigo_regional,,,appendix|audit_json,,,https://www.datos.gov.co/d/8cnh-7asj
8dk5-vjaw,Esquema de publicación,Finance and Public Credit Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2022-09-30,1302,,13,13,men_nivel_iii|nombre|descripci_n|idioma|medio_de_conservaci_n|soporte|formato|fecha_de_generaci_n|periodicidad_de_publicaci|ubicaci_n_en_el_sitio_web|proceso_responsable_de_generar|responsable_de_solicitar|responsable_de_publicar,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset describes the publication schema for financial sector entities, providing metadata about how information is organized and published. While not direct procurement or financial execution da; llm_tier=context_enrichment; llm_reasoning=This dataset describes the publication schema for financial sector entities, providing metadata about how information is organized and published. While not direct procurement or financial execution da",https://www.datos.gov.co/d/8dk5-vjaw
8iut-hgij,PQRSD Ministerio del Trabajo,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-10-04,202,,5,5,no_petici_n|sede|tipo_pqrsd|tema|subtema,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, containing citizen complaints and requests to the Ministry of Labor, can provide context for potential irregularities or fraud in labor-related procurement and governance by highlighting; llm_tier=context_enrichment; llm_reasoning=This dataset, containing citizen complaints and requests to the Ministry of Labor, can provide context for potential irregularities or fraud in labor-related procurement and governance by highlighting",https://www.datos.gov.co/d/8iut-hgij
8pqf-rmzr,Total Nacional inscritos en la agencia pública de empleo SENA,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2020-10-14,2018,,9,8,id|nombre_de_la_ocupaci_n|nivel|n_mero_de_inscritos_2019|n_mero_de_inscritos_2020|participacion_2019|participacion_2020|variacion_2020_vs_2019|contribuci_n_a_la_variaci,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides insights into labor market trends and participation in a public employment agency. While not directly procurement or financial data, it can serve as contextual information to und; llm_tier=context_enrichment; llm_reasoning=This dataset provides insights into labor market trends and participation in a public employment agency. While not directly procurement or financial data, it can serve as contextual information to und",https://www.datos.gov.co/d/8pqf-rmzr
8qxx-ubmq,Hallazgos Fiscales,sanctions,source_registry,keep,promoted,valid,-1,2025-04-09,380,,12,12,nit|nombre_sujeto|proceso_o_asunto_evaluado|vigencia_auditada|fecha_comunicaci_n_informe|hechos|cuant_a|fecha_recibo_traslado|radicado|tr_mite_a_corte_de_la_fecha|fecha_tr_mite|observaciones,1,nit,nit:nit,,fiscal_findings,signal_deps|source_registry,fiscal_findings,"llm_tier=ingest_priority; llm_reasoning=This dataset directly contains 'Hallazgos Fiscales' (Fiscal Findings), which are official reports of irregularities or potential corruption identified by fiscal control entities. It is highly relevant; llm_tier=ingest_priority; llm_reasoning=This dataset directly contains 'Hallazgos Fiscales' (Fiscal Findings), which are official reports of irregularities or potential corruption identified by fiscal control entities. It is highly relevant",https://www.datos.gov.co/d/8qxx-ubmq
8tz7-h3eu,Declaración de activos - patrimonial servidores públicos,disclosures,source_registry,keep,promoted,valid,-1,2022-12-15,1226,,21,21,tipo_documento|numero_documento|primer_nombre_declarante|segundo_nombre_declarante|primer_apellido_declarante|segundo_apellido_declarante|numero_formulario|fecha_publicac_declarac|estado_declaracion|tipo_declaracion|nombre_entidad|declarante_es_contratista|cargo_declarante|ano_gravable_declarac_iyr|reporto_ingresos|ctas_bancarias_pn|bienes_patrimoniales_pn|acreencias_obligaciones_pn|particip_juntas_consejos|particip_corp_socied_asoc|activ_econom_privadas,1,nit,nit:numero_documento,,asset_disclosures,source_registry,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it directly captures the declared assets of public servants, providing a crucial baseline for detecting unexplained wealth and potential illicit enrichment, which ar; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it directly captures the declared assets of public servants, providing a crucial baseline for detecting unexplained wealth and potential illicit enrichment, which ar",https://www.datos.gov.co/d/8tz7-h3eu
96sh-4v8d,Entradas de extranjeros a Colombia,Foreign Affairs Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2026-03-06,49,,9,9,a_o|mes|nacionalidad|codigo_m49|femenino|masculino|indefinido|total|ubicacion_pcm,0,,,,,appendix|audit_json,,"llm_tier=skip; llm_reasoning=This dataset tracks foreign entries into Colombia and lacks direct links to public procurement, financial transactions, or governance activities, making it irrelevant for corruption detection in those; llm_tier=skip; llm_reasoning=This dataset tracks foreign entries into Colombia and lacks direct links to public procurement, financial transactions, or governance activities, making it irrelevant for corruption detection in those",https://www.datos.gov.co/d/96sh-4v8d
9aan-wm8m,Base de datos relacionada con madera movilizada proveniente de Plantaciones Forestales Comerciales,Agriculture and Rural Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2022-11-24,1247,,9,9,a_o|semestre|trimestre|dpto|municipio|especie|tipo_producto|fuente|volumen_m3,0,,,,,appendix|audit_json,,llm_tier=context_enrichment; llm_reasoning=This dataset on commercial forest plantation wood mobilization can provide context for agricultural sector spending and potentially reveal irregularities in resource allocation or illegal logging disg; llm_tier=context_enrichment; llm_reasoning=This dataset on commercial forest plantation wood mobilization can provide context for agricultural sector spending and potentially reveal irregularities in resource allocation or illegal logging disg,https://www.datos.gov.co/d/9aan-wm8m
9m2f-pdxx,Licencias de Cannabis otorgadas por el Ministerio de Justicia y del Derecho,Justice and Law Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2026-02-03,80,,16,16,a_o|vigencia_2019_1er_cuatrimestre|solicitudes_de_licencias|solicitudes_negadas|solicitudes_archivadas|licencias_cannabis_no_psicoactivo|licencias_cannabis_psicoactivo|licencias_expedidas_siembra|licencias_otorgadas|solicitudes_allegas_de_modificacion|modificaciones_negadas|modificaciones_archivadas|modificaciones_a_licencias_de_plantas_de_cannabis_no_psicoactivo_otorgadas|modificaciones_a_licencias_de_plantas_de_cannabis_psicoactivo_otorgadas|modificaciones_a_licencias_de_semillas_para_siembra_otorgadas|solicitudes_de_modificaci_n_a_licencias_expedidas,0,,,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it details the granting of cannabis licenses, a sector with significant financial and regulatory implications, making it prone to potential corruption, influence ped; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it details the granting of cannabis licenses, a sector with significant financial and regulatory implications, making it prone to potential corruption, influence ped",https://www.datos.gov.co/d/9m2f-pdxx
9n7g-3red,Patentes publicadas,MINCIT Sectoral Roadmap 2026,colombia_open_data_audit,drop,low,valid,-1,2025-08-22,245,,16,16,solicitud|a_o_de_publicaci_n|naturaleza|sector|titulo|fecha_de_publicacion|pais|region|ciudad|solicitante|inventor|clasificacion|residente|tr_mite|pa_s_nom|v_a_presntac,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset on published patents, while not directly procurement or financial data, can provide valuable context for identifying potential irregularities by linking entities and individuals involved; llm_tier=context_enrichment; llm_reasoning=This dataset on published patents, while not directly procurement or financial data, can provide valuable context for identifying potential irregularities by linking entities and individuals involved ",https://www.datos.gov.co/d/9n7g-3red
9sue-ezhx,SECOPII - Plan Anual De Adquisiciones Detalle,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-22,2,,32,31,id|identificador_unico|descripcion|fecha_esperada_de_inicio|fecha_esperada_de_recepcion|duracion_esperada|unidad_de_duracion_esperada|origen_recursos|valor_total_esperado|valor_esperado_de_presupuesto|requiere_vigencias_futuras|estado_de_solicitud_de|nombre_del_contacto|telefono_del_contacto|correo_del_contacto|modalidad|categorias_unspsc|seleccion_abreviada_o_acuerdo|id_plan_anual_de_adquisiciones|procesos_relacionados|url_proceso|codigo_entidad|nombre_entidad|nit_entidad|id_paa_encabezado|causal_de_contratacion|grupo_de_procedimiento|annio|tipo|version_del_paa|fecha_version|fecha_de_carga_del_paa,2,entity|nit,entity:codigo_entidad|entity:nit_entidad|nit:nit_entidad,,,appendix|audit_json,,,https://www.datos.gov.co/d/9sue-ezhx
9xdg-hm6t,Entidades Acreditadas,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2021-05-06,1814,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit",https://www.datos.gov.co/d/9xdg-hm6t
9yh6-ggh4,Iniciativas de Proyectos de Inversión en Agua Potable y Saneamiento Básico,Habitat and Housing Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2024-08-08,624,,16,16,departamento|municipio|nombre|descripcion|servicios|actividades|indicadores|zonas|tipoinversion|cuentaconestudio|estadoestudio|valorestudio|valortotalestimado|cuentarecursosfinancieros|fuentesfinanciacion|fechacreacion,0,,,,,appendix|audit_json,,"llm_tier=ingest; llm_reasoning=This dataset is highly relevant as it details investment projects in water and sanitation, a sector prone to corruption. It can be linked to financial data and procurement processes to identify potent; llm_tier=ingest; llm_reasoning=This dataset is highly relevant as it details investment projects in water and sanitation, a sector prone to corruption. It can be linked to financial data and procurement processes to identify potent",https://www.datos.gov.co/d/9yh6-ggh4
9z8f-npmd,Base de Datos en RNBD,MINCIT Sectoral Roadmap 2026,colombia_open_data_audit,drop,low,valid,-1,2025-12-23,122,,7,7,id_responsable|id_base_datos|nombre|transferencia_internacional|transmision_internacional|fecha_registro_bd|url_consulta_politica,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset appears to be a registry of databases within the MINCIT Sectoral Roadmap 2026. While not directly containing procurement or financial data, it could provide context by identifying entitie; llm_tier=context_enrichment; llm_reasoning=This dataset appears to be a registry of databases within the MINCIT Sectoral Roadmap 2026. While not directly containing procurement or financial data, it could provide context by identifying entitie",https://www.datos.gov.co/d/9z8f-npmd
9zpk-v2mx,Registro Activos de Información Icfes 2023,Education,colombia_open_data_audit,drop,low,valid,-1,2023-10-23,914,,8,8,nombre_o_t_tulo_de_la_categor|descripci_n_del_contenido|idioma|medio_de_conservaci_n_o|formato|disponibilidad_de_la_informaci|lugar_de_consulta_o_ubicaci|lugar_de_publicaci_n,0,,,,,appendix|audit_json,,"llm_tier=skip; llm_reasoning=This dataset appears to be a registry of information assets from ICFES (Colombian Institute for the Evaluation of Education) and lacks direct relevance to public procurement, financial transactions, o; llm_tier=skip; llm_reasoning=This dataset appears to be a registry of information assets from ICFES (Colombian Institute for the Evaluation of Education) and lacks direct relevance to public procurement, financial transactions, o",https://www.datos.gov.co/d/9zpk-v2mx
a65q-6den,Entidades Acreditadas,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2021-03-17,1864,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit",https://www.datos.gov.co/d/a65q-6den
a86w-fh92,SECOP II - Solicitudes CDPs,National Planning Sector Roadmap,colombia_open_data_audit,keep,already_used,valid,-1,2026-04-23,1,,40,40,id_contrato|referencia_contrato|entidad|nit|departamento|ciudad|proveedor|nit_proveedor|id_proceso|id_portafolio|referencia_del_proceso|estado_del_contrato|ultima_consulta_siif|fecha_consulta_siif|estado_siif|id_siif|destino_del_gasto|saldo_cdp|saldo_vigencias_futuras|registrado_en_siif|c_digo|tipo_vigencias_futuras|saldo_total_a_comprometer|valor_utilizado|codigo_unidad_ejecutora|pilar_acuerdo_paz|acuerdo_marco|fuente_de_los_recursos|presupuesto_general_estado|sistema_nacional_participaciones|sistema_general_de_regal_as|recursos_propios_agri|recursos_de_credito|recursos_propios|entidad_bpin|bpin_codigo|a_o_bpin|bpin_validacion|c_digo_cdp|pci_unidad_subejecutora,5,bpin|contract|entity|nit|process,bpin:entidad_bpin|bpin:bpin_codigo|contract:id_contrato|contract:referencia_contrato|entity:codigo_unidad_ejecutora|nit:nit|nit:nit_proveedor|process:id_proceso,,secop_cdp_requests,appendix|audit_json|source_registry,,,https://www.datos.gov.co/d/a86w-fh92
acs4-3wgp,Detección de Cultivos de Coca (hectáreas),Justice and Law Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2024-11-19,521,,27,4,coddepto|departamento|codmpio|municipio|_2001|_2002|_2003|_2004|_2005|_2006|_2007|_2008|_2009|_2010|_2011|_2012|_2013|_2014|_2015|_2016|_2017|_2018|_2019|_2020|_2021|_2022|_2023,1,divipola,divipola:coddepto|divipola:codmpio,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, detailing coca cultivation areas, is not directly related to public procurement or financial transactions. However, it can serve as contextual data to understand resource allocation and; llm_tier=context_enrichment; llm_reasoning=This dataset, detailing coca cultivation areas, is not directly related to public procurement or financial transactions. However, it can serve as contextual data to understand resource allocation and ",https://www.datos.gov.co/d/acs4-3wgp
afdg-3zpb,Temperatura Mínima del Aire,Sustainable Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2026-04-23,1,,12,12,codigoestacion|codigosensor|fechaobservacion|valorobservado|nombreestacion|departamento|municipio|zonahidrografica|latitud|longitud|descripcionsensor|unidadmedida,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, while not directly containing procurement or financial data, can serve as valuable contextual information. Anomalies in environmental data could potentially be linked to irregularities i; llm_tier=context_enrichment; llm_reasoning=This dataset, while not directly containing procurement or financial data, can serve as valuable contextual information. Anomalies in environmental data could potentially be linked to irregularities i",https://www.datos.gov.co/d/afdg-3zpb
ahbx-upcu,Entidades Acreditadas,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2020-09-10,2052,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit",https://www.datos.gov.co/d/ahbx-upcu
azeg-sgqg,SECOP I - PAA Detalle,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-20,4,,12,11,id|codigo_unspsc|descripcio_item|fecha_inicio|duracion_estimada|modalidad|fuente_de_recursos|valor_estimado|valor_estimado_vig_actual|requiere_vigencias_futuras|contacto_responsable_adquisicion|idpaa,0,,,,,appendix|audit_json,,"llm_tier=ingest; llm_reasoning=This dataset contains detailed information about planned public acquisitions, including item descriptions, estimated values, and funding sources, which is highly relevant for detecting potential irreg; llm_tier=ingest; llm_reasoning=This dataset contains detailed information about planned public acquisitions, including item descriptions, estimated values, and funding sources, which is highly relevant for detecting potential irreg",https://www.datos.gov.co/d/azeg-sgqg
b346-rc9m,Consultas Verbales por Dirección Territorial,Labor,colombia_open_data_audit,candidate_context,medium,valid,-1,2024-02-12,802,,3,3,direccion_territorial|no_hombres|no_mujer,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, containing verbal consultations by territorial directorate, could indirectly inform corruption detection by providing context on how labor-related issues are addressed or potentially inf; llm_tier=context_enrichment; llm_reasoning=This dataset, containing verbal consultations by territorial directorate, could indirectly inform corruption detection by providing context on how labor-related issues are addressed or potentially inf",https://www.datos.gov.co/d/b346-rc9m
b6m4-qgqv,SECOP II - PAA - Encabezado,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-22,2,,21,21,identificador_unico|id_plan_anual_de_adquisiciones|anno|codigo_entidad|nombre_entidad|mision_vision|perspectiva_estrategica|nombre_contacto|telefono_contacto|correo_contacto|valor_presupuesto_general|presupuesto_menor_cuantia|presupuesto_minima_cuantia|fecha_de_publicacion|fecha_de_creacion|fecha_de_ultima_modificacion|version|identificador_requerimiento_compra|estado|departamento_paa|municipio_paa,1,entity,entity:codigo_entidad,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset provides a high-level overview of annual procurement plans, offering crucial context for budget allocation and planned acquisitions, which are foundational for detecting procurement irreg; llm_tier=ingest_priority; llm_reasoning=This dataset provides a high-level overview of annual procurement plans, offering crucial context for budget allocation and planned acquisitions, which are foundational for detecting procurement irreg",https://www.datos.gov.co/d/b6m4-qgqv
bdmn-sqnh,Nivel Instantáneo del rio,Sustainable Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2026-04-23,1,,12,12,codigoestacion|codigosensor|fechaobservacion|valorobservado|nombreestacion|departamento|municipio|zonahidrografica|latitud|longitud|descripcionsensor|unidadmedida,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides environmental monitoring data, which is not directly related to public procurement or financial transactions. However, it could be used to enrich other datasets by providing cont; llm_tier=context_enrichment; llm_reasoning=This dataset provides environmental monitoring data, which is not directly related to public procurement or financial transactions. However, it could be used to enrich other datasets by providing cont",https://www.datos.gov.co/d/bdmn-sqnh
bee9-sdwx,Disparidad de Horas Trabajadas Hombres y Mujeres,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2021-11-22,1614,,6,6,indicador|periodicidad|desagregaci_n_geogr_fica|dominio_geogr_fico|a_o|valor,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides labor statistics, which can indirectly inform corruption detection by establishing baseline economic conditions and identifying potential anomalies in employment patterns that mi; llm_tier=context_enrichment; llm_reasoning=This dataset provides labor statistics, which can indirectly inform corruption detection by establishing baseline economic conditions and identifying potential anomalies in employment patterns that mi",https://www.datos.gov.co/d/bee9-sdwx
bgt6-3icu,Sanciones Ejecutoriadas y NO Ejecutoriadas por Conductas Atentatorias contra el derecho de asociación sindical,Labor Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-09,15,,5,5,direccion_territorial|no_ejecutoriadas_numero|no_ejecutoriadas_valor_en|ejecutoriadas_numero|ejecutoriadas_valor_en_pesos,0,,,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset directly tracks sanctions related to violations of union association rights, which can be indicative of corruption or irregularities in labor relations and potentially impact public procu; llm_tier=ingest_priority; llm_reasoning=This dataset directly tracks sanctions related to violations of union association rights, which can be indicative of corruption or irregularities in labor relations and potentially impact public procu",https://www.datos.gov.co/d/bgt6-3icu
