scope,source_id,pipeline_key,dataset_id,name,sector_or_category,audit_status,current_status,current_role,load_state,signals_total,signals_required,signals_optional,output_evidence_refs,recommendation,relevance,reason,url
colombia_open_data_audit,,,832u-c3pg,Consolidado acotamiento de Ronda Hídrica,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/832u-c3pg
colombia_open_data_audit,,,83xx-8rcw,,Labor Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/83xx-8rcw
colombia_open_data_audit,,,85s7-mgmm,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/85s7-mgmm
colombia_open_data_audit,,,886w-94ug,,Sports,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/886w-94ug
colombia_open_data_audit,,,89wx-5p2g,Registro de activos de Información,Labor,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/89wx-5p2g
colombia_open_data_audit,,,8cnh-7asj,Georeferenciación Centros de Aprendizaje SENA,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/8cnh-7asj
colombia_open_data_audit,,,8dk5-vjaw,Esquema de publicación,Finance and Public Credit Sector Roadmap,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/8dk5-vjaw
colombia_open_data_audit,,,8iut-hgij,PQRSD Ministerio del Trabajo,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/8iut-hgij
colombia_open_data_audit,,,8kat-6hk8,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/8kat-6hk8
colombia_open_data_audit,,,8pqf-rmzr,Total Nacional inscritos en la agencia pública de empleo SENA,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/8pqf-rmzr
colombia_open_data_audit,,,8rqm-izdz,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/8rqm-izdz
colombia_open_data_audit,,,8sny-y2px,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/8sny-y2px
colombia_open_data_audit,,,8uyg-q2s6,,National Planning Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/8uyg-q2s6
colombia_open_data_audit,,,8ved-7skw,,Sports Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/8ved-7skw
colombia_open_data_audit,,,92ei-sn22,,Justice and Law Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/92ei-sn22
colombia_open_data_audit,,,93et-7fzq,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/93et-7fzq
colombia_open_data_audit,,,9475-nnbr,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9475-nnbr
colombia_open_data_audit,,,96sh-4v8d,Entradas de extranjeros a Colombia,Foreign Affairs Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/96sh-4v8d
colombia_open_data_audit,,,97rj-h937,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/97rj-h937
colombia_open_data_audit,,,9aan-wm8m,Base de datos relacionada con madera movilizada proveniente de Plantaciones Forestales Comerciales,Agriculture and Rural Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/9aan-wm8m
colombia_open_data_audit,,,9ad7-6u5d,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9ad7-6u5d
colombia_open_data_audit,,,9bm9-h3n4,,National Planning Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/9bm9-h3n4
colombia_open_data_audit,,,9d2u-jc3x,,Justice and Law Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/9d2u-jc3x
colombia_open_data_audit,,,9dps-wh3y,,Finance and Public Credit Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/9dps-wh3y
colombia_open_data_audit,,,9hhn-fsuy,,MINCIT Sectoral Roadmap 2026,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9hhn-fsuy
colombia_open_data_audit,,,9m2f-pdxx,Licencias de Cannabis otorgadas por el Ministerio de Justicia y del Derecho,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/9m2f-pdxx
colombia_open_data_audit,,,9n4k-fp8g,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9n4k-fp8g
colombia_open_data_audit,,,9n7g-3red,Patentes publicadas,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/9n7g-3red
colombia_open_data_audit,,,9nyh-pdxs,,Labor,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9nyh-pdxs
colombia_open_data_audit,,,9sj8-wcap,,MINCIT Sectoral Roadmap 2026,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/9sj8-wcap
colombia_open_data_audit,,,9sue-ezhx,SECOPII - Plan Anual De Adquisiciones Detalle,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/9sue-ezhx
colombia_open_data_audit,,,9sys-wnzu,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9sys-wnzu
colombia_open_data_audit,,,9ue3-ernm,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/9ue3-ernm
colombia_open_data_audit,,,9xdg-hm6t,Entidades Acreditadas,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/9xdg-hm6t
colombia_open_data_audit,,,9yh6-ggh4,Iniciativas de Proyectos de Inversión en Agua Potable y Saneamiento Básico,Habitat and Housing Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/9yh6-ggh4
colombia_open_data_audit,,,9z8f-npmd,Base de Datos en RNBD,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/9z8f-npmd
colombia_open_data_audit,,,9zpk-v2mx,Registro Activos de Información Icfes 2023,Education,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/9zpk-v2mx
colombia_open_data_audit,,,a65q-6den,Entidades Acreditadas,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/a65q-6den
colombia_open_data_audit,secop_cdp_requests,,a86w-fh92,SECOP II - Solicitudes CDPs,National Planning Sector Roadmap,valid,,,,0,0,0,27,keep,already_used,Already wired as `secop_cdp_requests` in the current registry; judge it with the current-source row.,https://www.datos.gov.co/d/a86w-fh92
colombia_open_data_audit,,,acs4-3wgp,Detección de Cultivos de Coca (hectáreas),Justice and Law Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/acs4-3wgp
colombia_open_data_audit,,,afdg-3zpb,Temperatura Mínima del Aire,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/afdg-3zpb
colombia_open_data_audit,,,ahbx-upcu,Entidades Acreditadas,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/ahbx-upcu
colombia_open_data_audit,,,aimg-uskh,,National Planning Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/aimg-uskh
colombia_open_data_audit,,,any6-kejg,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/any6-kejg
colombia_open_data_audit,,,apww-paqd,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/apww-paqd
colombia_open_data_audit,,,aty9-ik7t,,Justice and Law Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/aty9-ik7t
colombia_open_data_audit,,,awr6-vmcz,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/awr6-vmcz
colombia_open_data_audit,,,azeg-sgqg,SECOP I - PAA Detalle,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/azeg-sgqg
colombia_open_data_audit,,,b346-rc9m,Consultas Verbales por Dirección Territorial,Labor,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/b346-rc9m
colombia_open_data_audit,,,b4te-p6f4,,Justice and Law Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/b4te-p6f4
colombia_open_data_audit,,,b6m4-qgqv,SECOP II - PAA - Encabezado,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/b6m4-qgqv
colombia_open_data_audit,,,b9qa-5i7c,,Sustainable Development Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/b9qa-5i7c
colombia_open_data_audit,,,bbcv-ka4e,,Finance and Public Credit Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/bbcv-ka4e
colombia_open_data_audit,,,bdmn-sqnh,Nivel Instantáneo del rio,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/bdmn-sqnh
colombia_open_data_audit,,,bee9-sdwx,Disparidad de Horas Trabajadas Hombres y Mujeres,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/bee9-sdwx
colombia_open_data_audit,,,beyt-sx4n,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/beyt-sx4n
colombia_open_data_audit,,,bfvn-guip,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/bfvn-guip
colombia_open_data_audit,,,bgt6-3icu,Sanciones Ejecutoriadas y NO Ejecutoriadas por Conductas Atentatorias contra el derecho de asociación sindical,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/bgt6-3icu
colombia_open_data_audit,,,bh9v-jrek,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/bh9v-jrek
colombia_open_data_audit,,,bign-27m7,Paises que no exigen visa de turismo a colombianos,Foreign Affairs Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/bign-27m7
colombia_open_data_audit,,,bkar-zsub,,MINCIT Sectoral Roadmap 2026,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/bkar-zsub
colombia_open_data_audit,,,bm3s-j9ci,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/bm3s-j9ci
colombia_open_data_audit,,,bmcc-69wd,Directorio de Casas de Justicia y Centros de Convivencia Ciudadana.,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/bmcc-69wd
colombia_open_data_audit,,,bpij-5vy9,Ejecución Presupuestal del Presupuesto General de la Nación detallada por Rubro Presupuestal,Finance and Public Credit Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/bpij-5vy9
colombia_open_data_audit,,,bqct-npdx,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/bqct-npdx
colombia_open_data_audit,,,br9a-gygu,Ejecución Financiera de Regalías,Finance and Public Credit Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/br9a-gygu
colombia_open_data_audit,,,bsdb-fddv,,MINCIT Sectoral Roadmap 2026,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/bsdb-fddv
colombia_open_data_audit,,,btz9-gir8,Solicitudes de Arbitraje,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/btz9-gir8
colombia_open_data_audit,,,bvqm-qcni,Indice de Información Clasificada y Reservada - Ministerio de Justicia y del Derecho,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/bvqm-qcni
colombia_open_data_audit,,,bx26-pux4,Registro_PQRS_Mindeportes,Sports Sector Roadmap,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/bx26-pux4
colombia_open_data_audit,secop_contract_additions,,cb9c-h8sn,SECOP II - Adiciones,National Planning Sector Roadmap,valid,,,,2,1,1,0,keep,already_used,Already wired as `secop_contract_additions` in the current registry; judge it with the current-source row.,https://www.datos.gov.co/d/cb9c-h8sn
colombia_open_data_audit,,,ccvq-rp9s,Temperatura Máxima del Aire,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/ccvq-rp9s
colombia_open_data_audit,,,cejn-it2r,,Culture Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/cejn-it2r
colombia_open_data_audit,,,ceth-n4bn,Grupos de Proveedores - SECOP II,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/ceth-n4bn
colombia_open_data_audit,,,cf7h-nvwj,Asistencias preventivas por Dirección Territorial,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/cf7h-nvwj
colombia_open_data_audit,,,cf9k-55fw,DNP-proyectos_datos_basicos,National Planning Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/cf9k-55fw
colombia_open_data_audit,,,cff6-j795,Registro de activos de información 2022,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/cff6-j795
colombia_open_data_audit,,,cfw5-qzt5,MEN_ESTABLECIMIENTOS_EDUCATIVOS_PREESCOLAR_BÁSICA_Y_MEDIA,Education,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/cfw5-qzt5
colombia_open_data_audit,,,cgyu-cds3,Perfil de aspirantes a la carrera diplomática y consular ,Foreign Affairs Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/cgyu-cds3
colombia_open_data_audit,,,ch4u-f3i5,Resultados de Análisis de Laboratorio Suelos en Colombia,Agriculture and Rural Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/ch4u-f3i5
colombia_open_data_audit,,,cm2t-qreq,Encuesta territorial de comportamiento en seguridad vial,Transport Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/cm2t-qreq
colombia_open_data_audit,,,cmgp-8z8t,Entidades Acreditadas,Labor Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/cmgp-8z8t
colombia_open_data_audit,,,cms6-pym3,,Finance,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/cms6-pym3
colombia_open_data_audit,,,cnh8-i5yd,Oficinas de expedición de trámites de Cancillería - Ministerio de Relaciones Exteriores,Foreign Affairs Sector Roadmap,valid,,,,0,0,0,0,drop,low,Low-priority sector for this corruption graph unless a specific case needs it.,https://www.datos.gov.co/d/cnh8-i5yd
colombia_open_data_audit,,,cqdw-gd52,Mesas Sectoriales SENA,Labor Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/cqdw-gd52
colombia_open_data_audit,,,cr9q-n6ua,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/cr9q-n6ua
colombia_open_data_audit,,,ctcp-462n,Estados Financieros NIIF- Estado de Flujo Efectivo,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/ctcp-462n
colombia_open_data_audit,,,cucn-tiyn,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/cucn-tiyn
colombia_open_data_audit,secop_budget_items,,cwhv-7fnp,SECOP II - Rubros Presupuestales,National Planning Sector Roadmap,valid,,,,0,0,0,0,keep,already_used,Already wired as `secop_budget_items` in the current registry; judge it with the current-source row.,https://www.datos.gov.co/d/cwhv-7fnp
colombia_open_data_audit,,,cybd-v39t,,Sports Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/cybd-v39t
colombia_open_data_audit,,,czek-rs6z,,MINCIT Sectoral Roadmap 2026,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/czek-rs6z
colombia_open_data_audit,,,d5w5-gqs5,Historial Memorias de Oficio,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/d5w5-gqs5
colombia_open_data_audit,,,d76u-8x6w,Postulados según situación penitenciaria.,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/d76u-8x6w
colombia_open_data_audit,,,daza-qvkz,,MINCIT Sectoral Roadmap 2026,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/daza-qvkz
colombia_open_data_audit,,,dd55-74ss,SUJETOS OBLIGADOS,MINCIT Sectoral Roadmap 2026,valid,,,,0,0,0,0,drop,low,"Administrative/open-data inventory metadata; it does not expose actors, money, contracts, sanctions, or territory-level denominator signal.",https://www.datos.gov.co/d/dd55-74ss
colombia_open_data_audit,secop_document_archives,,dmgg-8hin,SECOP II - Archivos Descarga Desde 2025,National Planning Sector Roadmap,valid,,,,0,0,0,0,keep,already_used,Already wired as `secop_document_archives` in the current registry; judge it with the current-source row.,https://www.datos.gov.co/d/dmgg-8hin
colombia_open_data_audit,,,dnib-b9wr,,Justice and Law Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/dnib-b9wr
colombia_open_data_audit,,,dr5c-eewa,Mortalidad en vias,Transport Sector Roadmap,valid,,,,0,0,0,0,candidate_context,medium,"Potential contextual/enrichment layer for geography, beneficiaries, institutions, assets, or sector baselines; useful only if joined to contracts/entities.",https://www.datos.gov.co/d/dr5c-eewa
colombia_open_data_audit,,,dvz4-4xcz,Sistematizacion de tramites de VPD,Sustainable Development Sector Roadmap,valid,,,,0,0,0,0,drop,low,"No visible procurement, money, sanctions, identity, asset, or territorial corruption-pattern hook in the audit output.",https://www.datos.gov.co/d/dvz4-4xcz
colombia_open_data_audit,,,dwbg-geen,Inventario documental de historias laborales de la Dirección Nacional de Estupefacientes - DNE,Justice and Law Sector Roadmap,valid,,,,0,0,0,0,manual_review,review,"Important sector, but the local audit has only name/sector and no columns/rows; requires metadata triage before ingest.",https://www.datos.gov.co/d/dwbg-geen
colombia_open_data_audit,,,dxj7-iddv,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/dxj7-iddv
colombia_open_data_audit,,,e2u2-swiw,SECOP II - Modificaciones a Procesos,National Planning Sector Roadmap,valid,,,,0,0,0,0,candidate,high,"Name/sector points to procurement, budget, sanctions, public officials, suppliers, projects, or payments: directly relevant to corruption-pattern detection.",https://www.datos.gov.co/d/e2u2-swiw
colombia_open_data_audit,,,e2zs-eaui,,Culture Sector Roadmap,forbidden_403,,,,0,0,0,0,hold,blocked,The audit output says the datos.gov.co view is forbidden; not ingestible without access/exception handling.,https://www.datos.gov.co/d/e2zs-eaui
colombia_open_data_audit,,,e37t-xwq5,,Finance and Public Credit Sector Roadmap,dead_404,,,,0,0,0,0,drop,not_usable,The audit output says the datos.gov.co view returns 404; no usable dataset output is present locally.,https://www.datos.gov.co/d/e37t-xwq5
